english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
piscine,The marine biologist studied the diverse piscine populations inhabiting the coral reefs of the remote tropical pacific archipelago.,어류의,그 해양 생물학자는 외딴 열대 태평양 군도의 산호초에 서식하는 다양한 어류 개체군을 연구했다.,魚類の,その海洋生物学者は遠隔の熱帯太平洋諸島のサンゴ礁に生息する多様な魚類の個体群を研究した。,鱼类的,这位海洋生物学家研究了栖息在偏远热带太平洋群岛珊瑚礁中的多样鱼类种群。,piscícola,El biólogo marino estudió las diversas poblaciones piscícolas que habitan los arrecifes coralinos del archipiélago.,thuộc cá,Nhà sinh học biển nghiên cứu các quần thể thuộc cá đa dạng sinh sống trên rạn san hô của quần đảo Thái Bình Dương nhiệt đới xa xôi.,เกี่ยวกับปลา,นักชีววิทยาทางทะเลศึกษาประชากรเกี่ยวกับปลาที่หลากหลายที่อาศัยอยู่ในแนวปะการังของหมู่เกาะแปซิฟิกเขตร้อนที่ห่างไกล,ikan,Ahli biologi laut mempelajari populasi ikan beragam yang menghuni terumbu karang di kepulauan Pasifik tropis terpencil.
pithiness,The journalist's renowned pithiness allowed her to convey complex political stories in remarkably concise yet meaningful and memorable articles each week.,간결함,그 기자의 유명한 간결함은 그녀가 매주 놀랍게 간결하면서도 의미 있고 기억에 남는 기사로 복잡한 정치 이야기를 전달할 수 있게 했다.,簡潔さ,そのジャーナリストの名高い簡潔さは彼女が毎週驚くほど簡潔でありながら意味深く記憶に残る記事で複雑な政治の物語を伝えることを可能にした。,简洁,这位记者著名的简洁让她每周用极为简洁却意义深刻又难忘的文章传达复杂的政治故事。,concisión,La célebre concisión de la periodista le permitía transmitir complejas historias políticas en artículos breves.,sự súc tích,Sự súc tích nổi tiếng của nhà báo cho phép bà truyền tải câu chuyện chính trị phức tạp trong các bài viết ngắn gọn nhưng đầy ý nghĩa và đáng nhớ mỗi tuần.,ความกระชับ,ความกระชับอันโด่งดังของนักข่าวทำให้เธอถ่ายทอดเรื่องราวการเมืองที่ซับซ้อนในบทความที่กระชับมีความหมายและน่าจดจำทุกสัปดาห์,kepadatan,Kepadatan terkenal jurnalis memungkinkannya menyampaikan kisah politik rumit dalam artikel yang luar biasa ringkas namun bermakna dan berkesan setiap minggu.
pittance,The struggling artist survived on a mere pittance during the early lean years before her remarkable breakthrough into commercial creative success.,쥐꼬리만한 돈,그 고군분투하던 예술가는 그녀의 놀라운 상업적 창작 성공으로의 돌파구 이전 초기 어려운 시기 동안 쥐꼬리만한 돈으로 생존했다.,僅かな額,その苦闘する芸術家は彼女の驚くべき商業的創造的成功への突破前の初期の厳しい年月を僅かな額で生き延びた。,微薄收入,这位挣扎中的艺术家在她非凡的商业创作成功突破之前的早期艰难岁月里仅靠微薄收入维生。,miseria,La artista en apuros sobrevivió con una mera miseria durante los primeros años difíciles antes de su éxito.,khoản tiền ít ỏi,Nghệ sĩ vất vả sống nhờ khoản tiền ít ỏi trong những năm khó khăn ban đầu trước khi đột phá thành công sáng tạo thương mại đáng kể.,เงินเล็กน้อย,ศิลปินที่ดิ้นรนเอาตัวรอดด้วยเงินเล็กน้อยในช่วงปีแรกที่ลำบากก่อนการก้าวกระโดดสู่ความสำเร็จเชิงพาณิชย์ที่น่าทึ่ง,upah kecil,Seniman yang berjuang bertahan dengan upah kecil belaka selama tahun-tahun sulit awal sebelum terobosan luar biasa ke kesuksesan kreatif komersial.
placebo,The research team designed a careful clinical trial using a sugar placebo to objectively measure the actual drug's true measurable effectiveness.,위약,그 연구팀은 실제 약물의 진정한 측정 가능한 효과를 객관적으로 측정하기 위해 설탕 위약을 사용한 신중한 임상 시험을 설계했다.,プラセボ,その研究チームは実際の薬物の真の測定可能な有効性を客観的に測定するため砂糖のプラセボを使用した慎重な臨床試験を設計した。,安慰剂,这个研究团队设计了一个细致的临床试验使用糖安慰剂以客观测量实际药物的真实可测量效果。,placebo,El equipo de investigación diseñó un cuidadoso ensayo clínico usando un placebo de azúcar para medir objetivamente.,giả dược,Nhóm nghiên cứu thiết kế thử nghiệm lâm sàng cẩn thận sử dụng giả dược đường để đo lường khách quan hiệu quả thực sự của thuốc.,ยาหลอก,ทีมวิจัยออกแบบการทดลองทางคลินิกอย่างรอบคอบโดยใช้ยาหลอกที่ทำจากน้ำตาลเพื่อวัดประสิทธิภาพที่แท้จริงของยา,plasebo,Tim peneliti merancang uji klinis cermat menggunakan plasebo gula untuk mengukur secara objektif efektivitas obat sebenarnya yang terukur.
plagiarize,The literature professor warned her students never to plagiarize sections of published work for any of their upcoming required term papers.,표절하다,그 문학 교수는 학생들에게 다가오는 필수 학기 논문에서 출판된 작품의 어떤 부분도 절대 표절하지 말라고 경고했다.,盗用する,その文学教授は学生たちに次回の必要な学期論文のいずれにおいても出版された作品の部分を絶対に盗用しないよう警告した。,剽窃,这位文学教授警告她的学生绝不要在任何即将到来的必修学期论文中剽窃已发表作品的部分。,plagiar,La profesora de literatura advirtió a sus estudiantes nunca plagiar secciones de obras publicadas en sus trabajos.,đạo văn,Giáo sư văn học cảnh báo sinh viên không bao giờ đạo văn các đoạn của tác phẩm đã xuất bản cho bất kỳ bài luận học kỳ bắt buộc nào sắp tới.,ลอกผลงาน,ศาสตราจารย์วรรณคดีเตือนนักศึกษาไม่ให้ลอกผลงานส่วนใดของงานที่ตีพิมพ์ในงานเขียนภาคการศึกษาที่กำลังจะมาถึง,menjiplak,Profesor sastra memperingatkan siswanya untuk tidak pernah menjiplak bagian karya yang diterbitkan untuk makalah term mendatang yang diwajibkan.
plait,The expert weaver carefully began to plait the intricate strands together creating a stunning traditional pattern handed down through six generations.,땋다,그 전문 직조공은 6대를 거쳐 전해 내려온 멋진 전통 패턴을 만들면서 복잡한 가닥들을 신중하게 함께 땋기 시작했다.,編む,その熟練の織工は六世代を通じて受け継がれた素晴らしい伝統模様を作りながら複雑な糸を慎重に一緒に編み始めた。,编织,这位专业编织师细心地开始编织复杂的纤维创造出经过六代传承的精美传统图案。,trenzar,La experta tejedora comenzó a trenzar cuidadosamente las intrincadas hebras creando un impresionante patrón tradicional.,bện,Người dệt chuyên nghiệp cẩn thận bắt đầu bện các sợi phức tạp lại với nhau tạo nên một họa tiết truyền thống tuyệt đẹp truyền qua sáu thế hệ.,ถัก,ช่างทอผ้าผู้เชี่ยวชาญเริ่มถักเส้นใยที่ซับซ้อนเข้าด้วยกันอย่างพิถีพิถันสร้างลวดลายดั้งเดิมที่งดงามที่สืบทอดมาหกชั่วอายุคน,mengepang,Penenun ahli dengan hati-hati mulai mengepang untaian rumit bersama menciptakan pola tradisional menakjubkan yang diwariskan enam generasi.
planetary,The astronomer's planetary research suggested that previously undetected small bodies might exist far beyond the orbit of the most distant known planet.,행성의,그 천문학자의 행성 연구는 이전에 감지되지 않은 작은 천체가 가장 먼 알려진 행성의 궤도를 훨씬 넘어 존재할 수 있다고 시사했다.,惑星の,その天文学者の惑星研究は以前検出されていない小さな天体が最も遠い既知の惑星の軌道の遥か向こうに存在する可能性を示唆した。,行星的,这位天文学家的行星研究表明先前未被探测到的小型天体可能存在于已知最远行星轨道之外。,planetario,La investigación planetaria del astrónomo sugirió que pequeños cuerpos previamente no detectados podrían existir más allá.,thuộc hành tinh,Nghiên cứu thuộc hành tinh của nhà thiên văn cho thấy có thể tồn tại các thiên thể nhỏ chưa phát hiện trước đó ngoài quỹ đạo hành tinh xa nhất đã biết.,เกี่ยวกับดาวเคราะห์,การวิจัยเกี่ยวกับดาวเคราะห์ของนักดาราศาสตร์ชี้ว่าวัตถุขนาดเล็กที่ยังไม่ถูกตรวจพบอาจมีอยู่ไกลกว่าวงโคจรของดาวเคราะห์ที่รู้จักที่ห่างไกลที่สุด,planet,Penelitian planet astronom menunjukkan bahwa benda kecil yang sebelumnya tidak terdeteksi mungkin ada jauh di luar orbit planet terjauh yang dikenal.
planktonic,The vast planktonic communities of the open ocean form the fundamental foundation of nearly every marine food chain on planet earth.,플랑크톤의,그 광활한 외해의 플랑크톤 공동체는 지구상의 거의 모든 해양 먹이 사슬의 근본적 기초를 형성한다.,プランクトンの,その広大な外洋のプランクトン群集は地球上のほぼすべての海洋食物連鎖の基本的な土台を形成する。,浮游生物的,广阔的开放海洋浮游生物群落构成了地球上几乎每个海洋食物链的根本基础。,planctónico,Las vastas comunidades planctónicas del océano abierto forman el fundamento de casi todas las cadenas alimentarias marinas.,thuộc sinh vật phù du,Các quần xã thuộc sinh vật phù du rộng lớn của đại dương tạo nên nền tảng cơ bản cho hầu hết mọi chuỗi thức ăn biển trên hành tinh trái đất.,เกี่ยวกับแพลงก์ตอน,ชุมชนเกี่ยวกับแพลงก์ตอนอันกว้างใหญ่ของมหาสมุทรเปิดเป็นรากฐานสำคัญของห่วงโซ่อาหารทางทะเลเกือบทุกห่วงโซ่บนโลก,planktonik,Komunitas planktonik luas di samudra terbuka membentuk fondasi mendasar hampir setiap rantai makanan laut di planet bumi.
plasticity,The remarkable plasticity of the human brain allows individuals to recover language abilities after severe stroke with extensive professional rehabilitation therapy.,가소성,인간 뇌의 놀라운 가소성은 광범위한 전문 재활 치료를 통해 개인들이 심각한 뇌졸중 후 언어 능력을 회복할 수 있게 한다.,可塑性,人間の脳の驚くべき可塑性は広範な専門的リハビリ療法を通じて個人が深刻な脳卒中後の言語能力を回復できるようにする。,可塑性,人脑非凡的可塑性使个体在经过广泛的专业康复治疗后能在严重中风后恢复语言能力。,plasticidad,La notable plasticidad del cerebro humano permite recuperar capacidades lingüísticas tras un derrame con rehabilitación.,sự dẻo dai,Sự dẻo dai đáng kể của não bộ con người cho phép cá nhân phục hồi khả năng ngôn ngữ sau đột quỵ nặng với liệu pháp phục hồi chuyên nghiệp rộng rãi.,ความยืดหยุ่น,ความยืดหยุ่นอันน่าทึ่งของสมองมนุษย์ทำให้บุคคลฟื้นฟูความสามารถทางภาษาหลังโรคหลอดเลือดสมองรุนแรงด้วยการบำบัดฟื้นฟูที่ครอบคลุม,plastisitas,Plastisitas luar biasa otak manusia memungkinkan individu memulihkan kemampuan bahasa setelah stroke berat dengan terapi rehabilitasi profesional ekstensif.
platonic,The two old friends shared a deeply platonic relationship that lasted for many decades through every personal triumph and devastating life setback.,플라토닉한,그 두 오랜 친구는 모든 개인적 승리와 비참한 인생의 좌절을 통해 수십 년 동안 지속된 깊이 플라토닉한 관계를 공유했다.,プラトニックな,その二人の旧友はあらゆる個人的勝利と壊滅的な人生の挫折を通じて何十年も続いた深くプラトニックな関係を共有した。,柏拉图式的,这两位老朋友共享一段深刻的柏拉图式关系经过每个个人胜利和惨痛人生挫折持续了数十年。,platónico,Los dos viejos amigos compartían una relación profundamente platónica que duró décadas a través de cada triunfo personal.,thuần khiết tinh thần,Hai người bạn cũ chia sẻ mối quan hệ thuần khiết tinh thần sâu sắc kéo dài hàng thập kỷ qua mọi thắng lợi cá nhân và thất bại đời sống tàn khốc.,เพลโตนิก,เพื่อนเก่าทั้งสองมีความสัมพันธ์แบบเพลโตนิกอย่างลึกซึ้งที่ยาวนานหลายทศวรรษผ่านทุกชัยชนะส่วนตัวและความล้มเหลวที่ทำลายชีวิต,platonis,Dua sahabat lama berbagi hubungan platonis mendalam yang berlangsung selama beberapa dekade melalui setiap kemenangan pribadi dan kemunduran hidup yang menghancurkan.
plaudit,The young pianist received a unanimous plaudit from every member of the discerning international competition panel that evening.,갈채,그 젊은 피아니스트는 그날 저녁 안목 있는 국제 대회 패널의 모든 구성원으로부터 만장일치의 갈채를 받았다.,称賛,その若いピアニストはその夕方目の肥えた国際コンクール審査員パネルの全員から満場一致の称賛を受けた。,赞美,这位年轻钢琴家在那个晚上获得了眼光独到的国际比赛评审小组每位成员一致的赞美。,aplauso,El joven pianista recibió un aplauso unánime de cada miembro del exigente panel internacional esa noche.,sự tán dương,Nghệ sĩ piano trẻ nhận được sự tán dương nhất trí từ mọi thành viên ban giám khảo cuộc thi quốc tế tinh tường tối đó.,เสียงชื่นชม,นักเปียโนหนุ่มได้รับเสียงชื่นชมเป็นเอกฉันท์จากสมาชิกทุกคนของคณะกรรมการการแข่งขันนานาชาติที่พิถีพิถันในเย็นวันนั้น,pujian,Pianis muda menerima pujian bulat dari setiap anggota panel kompetisi internasional yang teliti malam itu.
plebiscite,The government announced a national plebiscite allowing every adult citizen to vote directly on the highly controversial constitutional amendment proposal.,국민투표,그 정부는 모든 성인 시민이 매우 논쟁적인 헌법 개정 제안에 대해 직접 투표할 수 있도록 국민투표를 발표했다.,国民投票,その政府はすべての成人市民が非常に物議を醸す憲法改正提案について直接投票できるよう国民投票を発表した。,公民投票,政府宣布了一次全国公民投票允许每位成年公民对极具争议的宪法修正案直接投票。,plebiscito,El gobierno anunció un plebiscito nacional permitiendo a cada ciudadano adulto votar directamente sobre la enmienda.,trưng cầu dân ý,Chính phủ tuyên bố tổ chức trưng cầu dân ý quốc gia cho phép mọi công dân trưởng thành bỏ phiếu trực tiếp về đề xuất sửa đổi hiến pháp gây tranh cãi cao.,การลงประชามติ,รัฐบาลประกาศการลงประชามติทั่วประเทศให้พลเมืองผู้ใหญ่ทุกคนลงคะแนนโดยตรงเกี่ยวกับการแก้ไขรัฐธรรมนูญที่ขัดแย้งสูง,plebisit,Pemerintah mengumumkan plebisit nasional yang memungkinkan setiap warga negara dewasa memilih langsung amandemen konstitusi yang sangat kontroversial.
plectrum,The skilled guitarist switched between several different plectrum thicknesses to achieve precisely the desired tone for each unique musical passage.,피크,그 숙련된 기타리스트는 각 독특한 음악 구절에 정확히 원하는 음색을 얻기 위해 여러 다른 두께의 피크 사이를 전환했다.,ピック,その熟練したギタリストは各独特な音楽パッセージに正確に求める音色を達成するため数種類の異なる厚さのピックを切り替えた。,拨片,这位熟练的吉他手在不同厚度的拨片之间切换以精确实现每个独特乐段所需的音色。,plectro,El hábil guitarrista alternó entre varios plectros de diferentes grosores para lograr el tono deseado en cada pasaje.,phím gảy,Tay guitar tài năng chuyển đổi giữa nhiều phím gảy độ dày khác nhau để đạt chính xác âm sắc mong muốn cho mỗi đoạn nhạc độc đáo.,ปิ๊กกีต้าร์,นักกีต้าร์ที่ชำนาญสลับระหว่างปิ๊กกีต้าร์หลายความหนาเพื่อให้ได้โทนเสียงที่ต้องการอย่างแม่นยำสำหรับแต่ละท่อนเพลงที่เป็นเอกลักษณ์,plektrum,Gitaris terampil beralih antara beberapa ketebalan plektrum berbeda untuk mencapai nada yang diinginkan tepat untuk setiap bagian musik unik.
plenipotentiary,The diplomat was granted full plenipotentiary authority to negotiate and sign the urgent international trade treaty on behalf of his entire country.,전권 대사,그 외교관은 자국 전체를 대표하여 긴급 국제 무역 조약을 협상하고 서명할 완전한 전권 대사 권한을 부여받았다.,全権の,その外交官は自国全体を代表して緊急の国際貿易条約を交渉し署名する完全な全権の権限を与えられた。,全权的,这位外交官被授予全权代表整个国家谈判和签署紧急国际贸易条约的权力。,plenipotenciario,Al diplomático se le otorgó plena autoridad plenipotenciaria para negociar y firmar el urgente tratado internacional.,toàn quyền,Nhà ngoại giao được trao toàn quyền đầy đủ để đàm phán và ký hiệp ước thương mại quốc tế khẩn cấp thay mặt cả quốc gia mình.,ผู้มีอำนาจเต็ม,นักการทูตได้รับอำนาจผู้มีอำนาจเต็มในการเจรจาและลงนามสนธิสัญญาการค้าระหว่างประเทศเร่งด่วนในนามของประเทศทั้งหมด,kuasa penuh,Diplomat diberi otoritas kuasa penuh untuk menegosiasikan dan menandatangani perjanjian dagang internasional mendesak atas nama seluruh negaranya.
plenitude,The remarkable plenitude of fresh seasonal produce at the bustling morning farmers market reflected the unusually abundant harvest year overall.,풍부함,그 분주한 아침 농민 시장의 신선한 계절 농산물의 놀라운 풍부함은 전체적으로 비정상적으로 풍성한 수확의 해를 반영했다.,豊富さ,その賑やかな朝の農産物市場での新鮮な季節の農産物の驚くべき豊富さは全体的に異常に豊かな収穫年を反映した。,丰富,这个繁忙的早晨农贸市场上新鲜应季农产品的非凡丰富反映了整体异常丰收的年份。,plenitud,La notable plenitud de productos frescos de temporada en el bullicioso mercado agrícola reflejaba la abundante cosecha.,sự dồi dào,Sự dồi dào đáng kể của nông sản tươi theo mùa tại chợ nông dân buổi sáng sôi động phản ánh năm thu hoạch bội thu bất thường tổng thể.,ความอุดมสมบูรณ์,ความอุดมสมบูรณ์อันน่าทึ่งของผลผลิตตามฤดูกาลสดที่ตลาดนัดเกษตรกรยามเช้าสะท้อนปีแห่งการเก็บเกี่ยวที่อุดมสมบูรณ์ผิดปกติโดยรวม,kelimpahan,Kelimpahan luar biasa hasil pertanian musiman segar di pasar petani pagi yang ramai mencerminkan tahun panen yang luar biasa berlimpah secara keseluruhan.
plumage,The peacock's iridescent plumage shimmered brilliantly in the warm afternoon sunlight as the male bird displayed for his potential nearby mate.,깃털,그 수컷 새가 잠재적인 가까운 짝을 위해 과시할 때 공작의 무지갯빛 깃털은 따뜻한 오후 햇빛에 화려하게 반짝였다.,羽毛,その雄鳥が潜在的な近くのつがいに見せびらかすときそのクジャクの虹色の羽毛は暖かい午後の日差しの中で華麗にきらめいた。,羽毛,雄鸟向附近潜在的配偶炫耀时孔雀虹彩般的羽毛在温暖的午后阳光中绚烂闪耀。,plumaje,El iridiscente plumaje del pavo real brillaba en la cálida luz vespertina mientras el macho se exhibía.,bộ lông,Bộ lông óng ánh của con công lấp lánh rực rỡ dưới ánh nắng chiều ấm áp khi con đực phô diễn cho bạn tình tiềm năng gần đó.,ขนนก,ขนนกหลากสีของนกยูงเปล่งประกายอย่างสดใสในแสงแดดยามบ่ายที่อบอุ่นขณะที่นกตัวผู้แสดงให้คู่ที่อาจเป็นไปได้ใกล้ๆ ดู,bulu,Bulu warna-warni merak berkilauan cemerlang di bawah sinar matahari sore hangat saat burung jantan memamerkan diri untuk calon pasangan terdekat.
plumb,The careful inspector used a small plumb line to verify that the historic walls were perfectly vertical before granting structural certification.,수직을 재다,그 신중한 검사관은 구조적 인증을 허가하기 전에 역사적 벽이 완벽하게 수직임을 확인하기 위해 작은 수직추를 사용했다.,垂直を測る,その慎重な検査官は構造認証を付与する前に歴史的な壁が完璧に垂直であることを確認するため小さな下げ振りを使用した。,垂直测量,这位细致的检查员使用小铅垂线在批准结构认证之前验证历史悠久的墙壁是否完全垂直。,plomada,El cuidadoso inspector usó una pequeña plomada para verificar que las históricas paredes fueran perfectamente verticales.,đo độ thẳng đứng,Thanh tra cẩn thận dùng dây dọi nhỏ để xác minh các bức tường lịch sử thẳng đứng hoàn hảo trước khi cấp chứng nhận kết cấu.,วัดดิ่ง,ผู้ตรวจสอบที่ระมัดระวังใช้สายดิ่งเล็กๆ เพื่อตรวจสอบว่ากำแพงประวัติศาสตร์เป็นแนวดิ่งสมบูรณ์ก่อนให้การรับรองโครงสร้าง,mengukur tegak lurus,Inspektur cermat menggunakan tali pengukur tegak lurus kecil untuk memverifikasi dinding bersejarah benar-benar vertikal sebelum memberikan sertifikasi struktural.
plummet,The stock prices began to plummet dramatically after the unexpected announcement of poor quarterly earnings shocked previously confident global market investors.,급락하다,예상치 못한 부진한 분기 실적 발표가 이전에 자신감 있던 글로벌 시장 투자자들에게 충격을 준 후 주가는 극적으로 급락하기 시작했다.,急落する,予想外の四半期業績の悪い発表が以前自信を持っていたグローバル市場投資家を衝撃を与えた後株価は劇的に急落し始めた。,暴跌,在意外宣布糟糕的季度业绩震惊了之前自信的全球市场投资者后股价开始急剧暴跌。,desplomarse,Las cotizaciones bursátiles comenzaron a desplomarse dramáticamente tras el inesperado anuncio de malos resultados.,sụt mạnh,Giá cổ phiếu bắt đầu sụt mạnh đáng kể sau khi tuyên bố bất ngờ về kết quả kinh doanh quý kém gây sốc cho nhà đầu tư thị trường toàn cầu trước đây tự tin.,ดิ่งลง,ราคาหุ้นเริ่มดิ่งลงอย่างรวดเร็วหลังการประกาศผลประกอบการรายไตรมาสที่ย่ำแย่อย่างไม่คาดคิดทำให้นักลงทุนตลาดโลกที่เคยมั่นใจตกใจ,anjlok,Harga saham mulai anjlok dramatis setelah pengumuman tak terduga laba kuartalan yang buruk mengejutkan investor pasar global yang sebelumnya percaya diri.
plundering,The marauding pirates spent decades plundering the wealthy coastal trading settlements until naval forces finally succeeded in ending their long brutal reign.,약탈,그 약탈하는 해적들은 해군 부대가 마침내 그들의 길고 잔인한 통치를 끝내는 데 성공할 때까지 부유한 해안 무역 정착지를 수십 년 동안 약탈하며 보냈다.,略奪,その略奪する海賊たちは海軍部隊がついに彼らの長く残忍な支配を終わらせることに成功するまで裕福な沿岸貿易居留地を何十年も略奪して過ごした。,掠夺,这些掠夺成性的海盗数十年来劫掠富有的沿海贸易聚居地直到海军部队最终成功结束他们漫长残酷的统治。,saqueo,Los piratas merodeadores pasaron décadas saqueando los ricos asentamientos comerciales costeros hasta que las fuerzas navales acabaron con ellos.,sự cướp phá,Bọn cướp biển hung hãn dành hàng thập kỷ cướp phá các khu định cư thương mại ven biển giàu có cho đến khi lực lượng hải quân cuối cùng kết thúc triều đại tàn bạo lâu dài của họ.,การปล้นสะดม,โจรสลัดที่ดุร้ายใช้เวลาหลายทศวรรษในการปล้นสะดมนิคมการค้าชายฝั่งที่ร่ำรวยจนกองทัพเรือสามารถยุติรัชสมัยอันโหดร้ายยาวนานของพวกเขาได้ในที่สุด,perampokan,Bajak laut perampok menghabiskan beberapa dekade perampokan permukiman dagang pesisir kaya hingga pasukan angkatan laut akhirnya berhasil mengakhiri kekuasaan brutal panjang mereka.
pluralistic,The increasingly pluralistic society embraced diverse cultural traditions languages and religious practices brought by immigrants from many different parts of the entire globe.,다원주의적인,그 점점 더 다원주의적인 사회는 전 세계의 많은 다른 지역에서 온 이민자들이 가져온 다양한 문화적 전통 언어 종교적 관행을 수용했다.,多元的な,その次第に多元的な社会は世界中の様々な地域から移民たちが持ち込んだ多様な文化伝統言語宗教的慣習を受け入れた。,多元化的,这个日益多元化的社会接纳了来自全球各地移民带来的多元文化传统语言和宗教习俗。,pluralista,La sociedad cada vez más pluralista abrazó diversas tradiciones culturales idiomas y prácticas religiosas traídas por inmigrantes.,đa nguyên,Xã hội ngày càng đa nguyên đón nhận các truyền thống văn hóa ngôn ngữ và thực hành tôn giáo đa dạng do người nhập cư từ nhiều vùng khác nhau của toàn cầu mang lại.,พหุนิยม,สังคมที่มีลักษณะพหุนิยมมากขึ้นเรื่อยๆ ยอมรับประเพณีวัฒนธรรมภาษาและการปฏิบัติทางศาสนาที่หลากหลายที่ผู้อพยพจากส่วนต่างๆ ของโลกนำมา,pluralistik,Masyarakat yang semakin pluralistik merangkul tradisi budaya bahasa dan praktik keagamaan beragam yang dibawa imigran dari berbagai belahan dunia.
plurality,The candidate won a clear plurality of the votes in the crowded primary election but failed to achieve an absolute outright majority.,복수,그 후보는 붐비는 예비 선거에서 분명한 복수의 표를 얻었으나 절대적인 직접 다수를 달성하는 데는 실패했다.,複数,その候補者は混雑した予備選挙で明らかな複数の票を獲得したが絶対的な直接過半数を達成できなかった。,多数,这位候选人在拥挤的初选中赢得了明显的多数选票但未能获得绝对的直接多数。,pluralidad,El candidato ganó una clara pluralidad de votos en las concurridas primarias pero no logró la mayoría absoluta.,đa số tương đối,Ứng viên giành được đa số tương đối rõ ràng các phiếu trong cuộc bầu cử sơ bộ đông đúc nhưng không đạt được đa số tuyệt đối trực tiếp.,เสียงข้างมากเปรียบเทียบ,ผู้สมัครชนะเสียงข้างมากเปรียบเทียบที่ชัดเจนในการเลือกตั้งขั้นต้นที่หนาแน่นแต่ไม่สามารถได้เสียงข้างมากเด็ดขาดโดยตรง,suara terbanyak,Kandidat memenangkan suara terbanyak jelas dalam pemilihan primer yang ramai tetapi gagal mencapai mayoritas absolut langsung.
plutocrat,The unscrupulous plutocrat used his vast financial resources to manipulate countless political decisions to his own private advantage across various countries.,금권 정치가,그 비양심적인 금권 정치가는 자신의 막대한 재정 자원을 이용해 여러 국가에 걸쳐 수많은 정치적 결정을 자신의 개인적 이익으로 조작했다.,金権政治家,その節操のない金権政治家は彼の膨大な金融資源を用いて様々な国にわたって数えきれない政治的決定を自身の個人的利益に操作した。,财阀,这位无良财阀利用其庞大的金融资源在多个国家操纵无数政治决策为自己谋取私利。,plutócrata,El inescrupuloso plutócrata usó sus vastos recursos financieros para manipular incontables decisiones políticas a su favor.,nhà tài phiệt,Nhà tài phiệt vô đạo đức dùng nguồn tài chính khổng lồ để thao túng vô số quyết định chính trị có lợi cá nhân ở nhiều quốc gia khác nhau.,เศรษฐีผู้มีอิทธิพล,เศรษฐีผู้มีอิทธิพลที่ไร้จรรยาบรรณใช้ทรัพยากรทางการเงินจำนวนมหาศาลเพื่อจัดการการตัดสินใจทางการเมืองนับไม่ถ้วนเพื่อประโยชน์ส่วนตัวในหลายประเทศ,plutokrat,Plutokrat tak bermoral menggunakan sumber daya keuangan luasnya untuk memanipulasi tak terhitung keputusan politik demi keuntungan pribadinya di berbagai negara.
ply,The seasoned merchant continued to ply his honest trade in the bustling old marketplace despite increasingly stiff competition from major new chain stores.,장사를 영위하다,그 노련한 상인은 주요한 새로운 체인점들로부터 점점 더 치열한 경쟁에도 불구하고 분주한 옛 시장에서 정직한 장사를 계속 영위했다.,商売を営む,その経験豊富な商人は主要な新しいチェーン店からの次第に厳しい競争にもかかわらず賑やかな旧市場で正直な商売を営み続けた。,从事行业,这位经验丰富的商人尽管面临主要新连锁店日益激烈的竞争仍继续在繁忙的老市场上从事诚实生意。,ejercer,El experimentado mercader continuó ejerciendo su honesto oficio en el bullicioso mercado pese a la competencia.,hành nghề,Thương nhân dày dạn tiếp tục hành nghề buôn bán trung thực tại chợ cũ nhộn nhịp dù cạnh tranh ngày càng khốc liệt từ các chuỗi cửa hàng lớn mới.,ประกอบอาชีพ,พ่อค้าที่ช่ำชองยังคงประกอบอาชีพค้าขายอย่างซื่อสัตย์ในตลาดเก่าที่คึกคักแม้ต้องเผชิญการแข่งขันที่รุนแรงขึ้นจากร้านเชนใหม่หลัก,menjalankan,Pedagang berpengalaman terus menjalankan dagangan jujur di pasar tua yang ramai meski persaingan semakin ketat dari toko rantai utama baru.
polarization,The growing political polarization within the country made any meaningful bipartisan legislative compromise virtually impossible to achieve in the deeply divided congress.,양극화,그 국가 내의 증가하는 정치적 양극화는 깊이 분열된 의회에서 의미 있는 초당파적 입법 타협을 사실상 달성 불가능하게 만들었다.,二極化,その国内の高まる政治的二極化は深く分裂した議会で意味ある超党派的立法妥協を事実上不可能にした。,两极分化,该国国内日益严重的政治两极分化使在深度分裂的国会中达成任何有意义的两党立法妥协实际上不可能。,polarización,La creciente polarización política dentro del país hizo prácticamente imposible cualquier compromiso bipartidista significativo.,sự phân cực,Sự phân cực chính trị ngày càng tăng trong nước khiến mọi thỏa hiệp lập pháp lưỡng đảng có ý nghĩa gần như không thể đạt được trong quốc hội chia rẽ sâu sắc.,การแบ่งขั้ว,การแบ่งขั้วทางการเมืองที่เพิ่มขึ้นภายในประเทศทำให้การประนีประนอมทางนิติบัญญัติแบบสองพรรคที่มีความหมายแทบเป็นไปไม่ได้ในรัฐสภาที่แตกแยกอย่างลึกซึ้ง,polarisasi,Polarisasi politik yang berkembang di dalam negeri membuat kompromi legislatif bipartisan bermakna apa pun hampir mustahil dicapai di kongres yang sangat terbelah.
