english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
edaphology,"Edaphology focuses on the influence of soils on living organisms especially plants.",토양 생태학,토양 생태학은 특히 식물에 대한 토양의 영향에 초점을 맞춘다.,土壌生態学,土壌生態学は生物特に植物に対する土壌の影響に焦点を当てる。,土壤生态学,土壤生态学关注土壤对生物体尤其是植物的影响。,edafología,La edafología se centra en la influencia de los suelos sobre los organismos vivos especialmente las plantas.,sinh thái đất,Sinh thái đất tập trung vào ảnh hưởng của đất đối với sinh vật sống đặc biệt là thực vật.,นิเวศวิทยาดิน,นิเวศวิทยาดินมุ่งเน้นอิทธิพลของดินต่อสิ่งมีชีวิตโดยเฉพาะพืช,edafologi,Edafologi berfokus pada pengaruh tanah terhadap organisme hidup terutama tanaman.
diasystem,"A diasystem describes the structural relationships among related dialects or language varieties.",다이아시스템,다이아시스템은 관련 방언이나 언어 변종 간의 구조적 관계를 기술한다.,ダイアシステム,ダイアシステムは関連する方言や言語変種間の構造的関係を記述する。,语系结构,语系结构描述了相关方言或语言变体之间的结构关系。,diasistema,Un diasistema describe las relaciones estructurales entre dialectos o variedades lingüísticas relacionadas.,hệ thống phương ngữ,Hệ thống phương ngữ mô tả mối quan hệ cấu trúc giữa các phương ngữ hoặc biến thể ngôn ngữ liên quan.,ไดอะซิสเต็ม,ไดอะซิสเต็มอธิบายความสัมพันธ์เชิงโครงสร้างระหว่างภาษาถิ่นหรือรูปแบบภาษาที่เกี่ยวข้อง,diasistem,Diasistem menggambarkan hubungan struktural antara dialek atau variasi bahasa yang terkait.
colophon,"Archaeologists study the colophon inscriptions on clay tablets to identify ancient scribes.",판기,고고학자들은 고대 필경사를 식별하기 위해 점토판의 판기 비문을 연구한다.,奥付,考古学者は古代の写字生を特定するために粘土板のコロフォンの碑文を研究する。,版权页,考古学家研究泥板上的版权页铭文以识别古代抄写员。,colofón,Los arqueólogos estudian las inscripciones del colofón en tablillas de arcilla para identificar escribas antiguos.,lời bạt,Các nhà khảo cổ nghiên cứu ký hiệu lời bạt trên bảng đất sét để xác định các thư lại cổ đại.,โคโลฟอน,นักโบราณคดีศึกษาจารึกโคโลฟอนบนแผ่นดินเหนียวเพื่อระบุตัวตนของอาลักษณ์โบราณ,kolofon,Arkeolog mempelajari prasasti kolofon pada tablet tanah liat untuk mengidentifikasi juru tulis kuno.
progradation,"Progradation of the delta front extends the coastline seaward over time.",전진,삼각주 전면의 전진은 시간이 지남에 따라 해안선을 바다 쪽으로 확장시킨다.,前進,デルタ前面の前進は時間とともに海岸線を海側に拡張する。,进积,三角洲前缘的进积随时间将海岸线向海推进。,progradación,La progradación del frente deltaico extiende la línea costera hacia el mar con el tiempo.,bồi tiến,Bồi tiến mặt trước châu thổ mở rộng đường bờ biển ra phía biển theo thời gian.,การรุกคืบของชายฝั่ง,การรุกคืบของหน้าดินดอนสามเหลี่ยมขยายแนวชายฝั่งออกสู่ทะเลเมื่อเวลาผ่านไป,progradasi,Progradasi muka delta memperluas garis pantai ke arah laut seiring waktu.
miasma,"The miasma theory incorrectly attributed disease to foul air before germ theory emerged.",독기,독기 이론은 세균 이론이 등장하기 전에 질병을 악취가 나는 공기에 잘못 귀인시켰다.,ミアズマ,ミアズマ理論は細菌理論が登場する前に病気を悪臭のある空気に誤って帰した。,瘴气,瘴气理论在细菌理论出现之前错误地将疾病归因于恶臭空气。,miasma,La teoría del miasma atribuyó incorrectamente las enfermedades al aire fétido antes de que surgiera la teoría de los gérmenes.,khí độc,Thuyết khí độc đã quy sai bệnh tật cho không khí ô uế trước khi thuyết vi trùng xuất hiện.,มิแอสมา,ทฤษฎีมิแอสมาระบุสาเหตุของโรคไปที่อากาศเสียอย่างผิดพลาดก่อนที่ทฤษฎีเชื้อโรคจะปรากฏ,miasma,Teori miasma secara keliru mengatribusikan penyakit pada udara busuk sebelum teori kuman muncul.
oxbow,"The oxbow lake was formed when the river cut through the neck of a meander loop.",구하도 호수,구하도 호수는 강이 곡류 고리의 목을 관통하면서 형성되었다.,三日月湖,三日月湖は川が蛇行ループの首を切断した時に形成された。,牛轭湖,牛轭湖是河流切穿河曲弯道颈部时形成的。,lago en herradura,El lago en herradura se formó cuando el río cortó el cuello de un bucle de meandro.,hồ móng ngựa,Hồ móng ngựa được hình thành khi sông cắt qua cổ của vòng uốn khúc.,ทะเลสาบรูปโค้ง,ทะเลสาบรูปโค้งเกิดจากแม่น้ำตัดผ่านคอของวงแม่น้ำคดเคี้ยว,danau tapal kuda,Danau tapal kuda terbentuk ketika sungai memotong leher lengkungan meander.
saprolite,"Saprolite forms when bedrock weathers in place retaining the original rock structure.",사프로라이트,사프로라이트는 기반암이 제자리에서 풍화되어 원래 암석 구조를 유지할 때 형성된다.,サプロライト,サプロライトは基盤岩が元の岩石構造を保持しながらその場で風化した時に形成される。,残积岩,残积岩在基岩原位风化时形成保留了原始岩石结构。,saprolita,La saprolita se forma cuando la roca madre se meteoriza in situ reteniendo la estructura original de la roca.,đá phong hóa tại chỗ,Đá phong hóa tại chỗ hình thành khi đá gốc bị phong hóa tại chỗ giữ nguyên cấu trúc đá ban đầu.,หินผุที่ยังคงโครงสร้าง,หินผุที่ยังคงโครงสร้างเกิดเมื่อหินฐานผุพังในที่เดิมโดยยังคงโครงสร้างหินเดิม,saprolit,Saprolit terbentuk ketika batuan dasar melapuk di tempat dengan mempertahankan struktur batuan asli.
interfluve,"The interfluve between the two river valleys supports a distinct set of vegetation.",분수계,두 하천 계곡 사이의 분수계는 독특한 식생을 지원한다.,分水界,2つの河谷間の分水界は独自の植生を支える。,分水岭,两个河谷之间的分水岭支撑着独特的植被。,interfluvio,El interfluvio entre los dos valles fluviales sustenta un conjunto distinto de vegetación.,vùng giữa hai sông,Vùng giữa hai thung lũng sông hỗ trợ một tập hợp thảm thực vật riêng biệt.,สันเขาระหว่างแม่น้ำ,สันเขาระหว่างสองหุบเขาแม่น้ำสนับสนุนกลุ่มพืชพรรณที่แตกต่าง,interfluve,Interfluve antara dua lembah sungai mendukung kumpulan vegetasi yang berbeda.
halophyte,"Halophytes thrive in saline environments where most conventional crops cannot survive.",염생 식물,염생 식물은 대부분의 일반 작물이 생존할 수 없는 염분 환경에서 잘 자란다.,塩生植物,塩生植物は通常の作物が生存できない塩分環境で繁殖する。,盐生植物,盐生植物在大多数传统作物无法生存的盐碱环境中茁壮成长。,halófita,Las halófitas prosperan en ambientes salinos donde la mayoría de los cultivos convencionales no pueden sobrevivir.,thực vật chịu mặn,Thực vật chịu mặn phát triển trong môi trường mặn nơi hầu hết cây trồng thông thường không thể sống sót.,พืชทนเค็ม,พืชทนเค็มเจริญเติบโตได้ดีในสภาพแวดล้อมที่มีเกลือซึ่งพืชส่วนใหญ่ไม่สามารถอยู่รอดได้,halofit,Halofit tumbuh subur di lingkungan salin di mana sebagian besar tanaman konvensional tidak dapat bertahan.
geotextile,"Geotextiles are used in road construction to stabilise subgrade soils and control erosion.",지오텍스타일,지오텍스타일은 노반 토양을 안정화하고 침식을 제어하기 위해 도로 건설에 사용된다.,ジオテキスタイル,ジオテキスタイルは路盤の土壌を安定させ侵食を制御するために道路建設に使用される。,土工织物,土工织物用于道路建设中以稳定路基土壤和控制侵蚀。,geotextil,Los geotextiles se utilizan en la construcción de carreteras para estabilizar los suelos del subrasante y controlar la erosión.,vải địa kỹ thuật,Vải địa kỹ thuật được sử dụng trong xây dựng đường để ổn định nền đất và kiểm soát xói mòn.,ผ้าใยสังเคราะห์,ผ้าใยสังเคราะห์ใช้ในการก่อสร้างถนนเพื่อรักษาความมั่นคงของดินฐานรากและควบคุมการกัดเซาะ,geotekstil,Geotekstil digunakan dalam konstruksi jalan untuk menstabilkan tanah dasar dan mengendalikan erosi.
arboriculture,"Arboriculture encompasses the cultivation and management of individual trees in urban settings.",수목학,수목학은 도시 환경에서 개별 나무의 재배와 관리를 포함한다.,樹木栽培,樹木栽培は都市環境における個々の樹木の栽培と管理を包含する。,树木栽培,树木栽培包括城市环境中单个树木的培育和管理。,arboricultura,La arboricultura abarca el cultivo y la gestión de árboles individuales en entornos urbanos.,trồng cây đô thị,Trồng cây đô thị bao gồm việc trồng trọt và quản lý từng cây riêng lẻ trong môi trường thành thị.,การปลูกเลี้ยงต้นไม้,การปลูกเลี้ยงต้นไม้ครอบคลุมการเพาะปลูกและการจัดการต้นไม้แต่ละต้นในสภาพแวดล้อมเมือง,arborikultural,Arborikultural mencakup budidaya dan pengelolaan pohon individu di lingkungan perkotaan.
parapatric,"Parapatric speciation occurs along an environmental gradient without complete geographic separation.",측소적,측소적 종분화는 완전한 지리적 분리 없이 환경 경사를 따라 발생한다.,パラパトリック,パラパトリック種分化は完全な地理的隔離なしに環境勾配に沿って起こる。,邻域的,邻域物种形成沿环境梯度发生而没有完全的地理隔离。,parapátrica,La especiación parapátrica ocurre a lo largo de un gradiente ambiental sin separación geográfica completa.,cận vùng,Hình thành loài cận vùng xảy ra dọc theo gradient môi trường mà không có sự tách biệt địa lý hoàn toàn.,พาราแพทริก,การเกิดสปีชีส์ใหม่แบบพาราแพทริกเกิดขึ้นตามระดับสิ่งแวดล้อมโดยไม่มีการแยกทางภูมิศาสตร์อย่างสมบูรณ์,parapatrik,Spesiasi parapatrik terjadi sepanjang gradien lingkungan tanpa pemisahan geografis yang lengkap.
laccolith,"The laccolith intruded between sedimentary layers doming the overlying strata upward.",래코리스,래코리스는 퇴적층 사이에 관입하여 상위 지층을 위로 돔 형태로 밀어 올렸다.,ラコリス,ラコリスは堆積層の間に貫入し上部の地層をドーム状に押し上げた。,岩盘,岩盘侵入沉积岩层之间使上覆地层向上隆起。,lacolito,El lacolito se intruyó entre capas sedimentarias arqueando los estratos superiores hacia arriba.,thể xâm nhập dạng nấm,Thể xâm nhập dạng nấm xâm nhập giữa các lớp trầm tích đẩy vòm các tầng phía trên lên.,แลคโคลิท,แลคโคลิทแทรกตัวระหว่างชั้นตะกอนทำให้ชั้นหินด้านบนโค้งนูนขึ้น,lakolit,Lakolit menerobos di antara lapisan sedimen mengangkat strata di atasnya ke atas.
mesophyte,"Mesophytes grow in environments with moderate moisture and represent the majority of terrestrial plants.",중생 식물,중생 식물은 적당한 수분이 있는 환경에서 자라며 대부분의 육상 식물을 대표한다.,中生植物,中生植物は適度な水分のある環境で育ち陸上植物の大部分を占める。,中生植物,中生植物生长在水分适中的环境中代表了大多数陆地植物。,mesófita,Las mesófitas crecen en ambientes con humedad moderada y representan la mayoría de las plantas terrestres.,thực vật trung sinh,Thực vật trung sinh phát triển trong môi trường độ ẩm vừa phải và đại diện cho phần lớn thực vật trên cạn.,พืชชอบความชื้นปานกลาง,พืชชอบความชื้นปานกลางเติบโตในสภาพแวดล้อมที่มีความชื้นปานกลางและเป็นตัวแทนของพืชบกส่วนใหญ่,mesofit,Mesofit tumbuh di lingkungan dengan kelembapan sedang dan mewakili mayoritas tanaman terestrial.
inselberg,"The inselberg rose abruptly from the surrounding peneplain creating a dramatic landmark.",잔구,잔구는 주변 준평원에서 갑자기 솟아올라 극적인 랜드마크를 만들었다.,残丘,残丘は周囲の準平原から突然そびえ立ち劇的なランドマークを作り出した。,岛山,岛山从周围的准平原中突然升起形成了引人注目的地标。,inselberg,El inselberg se elevó abruptamente de la penillanura circundante creando un hito dramático.,núi đảo,Núi đảo nhô lên đột ngột từ bán bình nguyên xung quanh tạo nên cột mốc ấn tượng.,เนินโดดเด่น,เนินโดดเด่นสูงชันจากที่ราบเกือบราบโดยรอบสร้างสถานที่สำคัญที่โดดเด่น,inselberg,Inselberg muncul tiba-tiba dari peneplain di sekitarnya menciptakan tengara yang dramatis.
bajada,"The bajada spreads out from the mountain front as a broad apron of coalesced alluvial fans.",바하다,바하다는 산 전면에서 합류된 충적 선상지의 넓은 앞치마로 퍼져 나간다.,バハダ,バハダは合流した扇状地の広いエプロンとして山の前面から広がる。,山麓冲积裙,山麓冲积裙从山前展开形成合并冲积扇的宽阔裙边。,bajada,La bajada se extiende desde el frente montañoso como un amplio delantal de abanicos aluviales coalescentes.,bajada,Bajada trải ra từ mặt trước núi như một dải rộng của các quạt phù sa hợp nhất.,บาฮาดา,บาฮาดาแผ่ออกจากหน้าภูเขาเป็นผืนกว้างของเนินตะกอนรูปพัดที่รวมตัวกัน,bajada,Bajada membentang dari muka gunung sebagai hamparan luas kipas aluvial yang menyatu.
phreatic,"A phreatic eruption occurs when magma interacts with groundwater producing steam explosions.",지하수의,지하수 폭발은 마그마가 지하수와 상호작용하여 증기 폭발을 일으킬 때 발생한다.,地下水の,地下水噴火はマグマが地下水と相互作用し水蒸気爆発を引き起こす時に発生する。,潜水的,潜水爆发发生在岩浆与地下水相互作用产生蒸汽爆炸时。,freática,Una erupción freática ocurre cuando el magma interactúa con aguas subterráneas produciendo explosiones de vapor.,nước ngầm,Phun trào nước ngầm xảy ra khi magma tương tác với nước ngầm tạo ra các vụ nổ hơi nước.,น้ำใต้ดิน,การปะทุแบบน้ำใต้ดินเกิดขึ้นเมื่อแมกมาทำปฏิกิริยากับน้ำใต้ดินก่อให้เกิดการระเบิดของไอน้ำ,freatik,Erupsi freatik terjadi ketika magma berinteraksi dengan air tanah menghasilkan ledakan uap.
nunatak,"The nunatak protruded above the ice sheet providing a refuge for hardy plant species.",누나탁,누나탁은 빙상 위로 돌출되어 강인한 식물 종의 피난처를 제공했다.,ヌナタク,ヌナタクは氷床の上に突き出て丈夫な植物種の避難所を提供した。,冰原岛峰,冰原岛峰突出于冰盖之上为耐寒植物物种提供了避难所。,nunatak,El nunatak sobresalía del manto de hielo proporcionando un refugio para especies de plantas resistentes.,nunatak,Nunatak nhô lên trên tảng băng cung cấp nơi trú ẩn cho các loài thực vật cứng cáp.,นูนาแทค,นูนาแทคยื่นขึ้นเหนือแผ่นน้ำแข็งเป็นที่หลบภัยสำหรับพืชที่ทนทาน,nunatak,Nunatak menonjol di atas lapisan es menyediakan tempat berlindung bagi spesies tanaman yang kuat.
bioclimate,"Bioclimate classification systems correlate vegetation zones with temperature and precipitation patterns.",생물기후,생물기후 분류 체계는 식생대를 기온 및 강수 패턴과 연관시킨다.,生物気候,生物気候分類システムは植生帯を気温と降水パターンに関連付ける。,生物气候,生物气候分类系统将植被带与温度和降水模式相关联。,bioclima,Los sistemas de clasificación bioclimática correlacionan zonas de vegetación con patrones de temperatura y precipitación.,sinh khí hậu,Hệ thống phân loại sinh khí hậu tương quan các đới thực vật với mô hình nhiệt độ và lượng mưa.,ชีวภูมิอากาศ,ระบบจำแนกชีวภูมิอากาศเชื่อมโยงเขตพืชพรรณกับรูปแบบอุณหภูมิและปริมาณน้ำฝน,bioklimat,Sistem klasifikasi bioklimat mengorelasikan zona vegetasi dengan pola suhu dan curah hujan.
detritovore,"Detritovores recycle dead organic matter returning essential nutrients to the soil.",분해 섭식자,분해 섭식자는 죽은 유기물을 재활용하여 필수 영양분을 토양에 되돌린다.,デトリタス食者,デトリタス食者は死んだ有機物をリサイクルし土壌に不可欠な栄養素を戻す。,碎屑食者,碎屑食者回收死亡有机物将必需营养素归还土壤。,detritívoro,Los detritívoros reciclan materia orgánica muerta devolviendo nutrientes esenciales al suelo.,sinh vật ăn mùn,Sinh vật ăn mùn tái chế chất hữu cơ chết trả lại các chất dinh dưỡng thiết yếu cho đất.,สิ่งมีชีวิตกินซาก,สิ่งมีชีวิตกินซากรีไซเคิลสารอินทรีย์ที่ตายแล้วคืนสารอาหารที่จำเป็นสู่ดิน,detritivor,Detritivor mendaur ulang bahan organik mati mengembalikan nutrisi penting ke tanah.
peneplanation,"Peneplanation reduces mountainous terrain to a gently undulating plain over geological time.",준평원화,준평원화는 지질학적 시간에 걸쳐 산악 지형을 완만하게 기복하는 평야로 축소한다.,準平原化,準平原化は地質学的時間をかけて山岳地形を緩やかに起伏する平野に削減する。,准平原化,准平原化在地质时间内将山区地形削蚀为平缓起伏的平原。,peneplanación,La peneplanación reduce el terreno montañoso a una llanura suavemente ondulada a lo largo del tiempo geológico.,bán bình nguyên hóa,Bán bình nguyên hóa giảm địa hình núi non thành đồng bằng nhấp nhô nhẹ qua thời gian địa chất.,การสึกกร่อนจนเป็นที่ราบ,การสึกกร่อนจนเป็นที่ราบลดภูมิประเทศภูเขาให้เป็นที่ราบเรียบเล็กน้อยตลอดเวลาทางธรณีวิทยา,peneplanasi,Peneplanasi mengurangi medan pegunungan menjadi dataran yang bergelombang lembut selama waktu geologis.
syllogism,"A syllogism consists of a major premise and a minor premise leading to a conclusion.",삼단논법,"삼단논법은 대전제와 소전제로부터 결론을 도출하는 형식이다.",三段論法,"三段論法は大前提と小前提から結論を導く形式である。",三段论,"三段论由大前提和小前提推导出结论。",silogismo,"Un silogismo consiste en una premisa mayor y una menor que llevan a una conclusión.",tam đoạn luận,"Tam đoạn luận bao gồm tiền đề lớn và tiền đề nhỏ dẫn đến kết luận.",ตรรกบท,"ตรรกบทประกอบด้วยข้อตั้งใหญ่และข้อตั้งย่อยนำไปสู่ข้อสรุป",silogisme,"Silogisme terdiri dari premis mayor dan minor yang mengarah pada kesimpulan."
tautology,"The phrase 'free gift' is a common tautology in advertising.",동어반복,"'무료 선물'이라는 표현은 광고에서 흔한 동어반복이다.",トートロジー,"「無料の贈り物」は広告でよくあるトートロジーである。",同义反复,"'免费赠品'是广告中常见的同义反复。",tautología,"La frase 'regalo gratis' es una tautología común en la publicidad.",lặp thừa,"Cụm từ 'quà tặng miễn phí' là một sự lặp thừa phổ biến trong quảng cáo.",ซ้ำความ,"วลี 'ของขวัญฟรี' เป็นการซ้ำความที่พบบ่อยในโฆษณา",tautologi,"Frasa 'hadiah gratis' adalah tautologi umum dalam periklanan."
aquaculture,"Aquaculture has become a vital source of protein for coastal communities.",양식업,"양식업은 해안 지역 사회의 중요한 단백질 공급원이 되었다.",水産養殖,"水産養殖は沿岸地域社会にとって重要なタンパク源となっている。",水产养殖,"水产养殖已成为沿海社区重要的蛋白质来源。",acuicultura,"La acuicultura se ha convertido en una fuente vital de proteínas para las comunidades costeras.",nuôi trồng thủy sản,"Nuôi trồng thủy sản đã trở thành nguồn protein quan trọng cho các cộng đồng ven biển.",การเพาะเลี้ยงสัตว์น้ำ,"การเพาะเลี้ยงสัตว์น้ำกลายเป็นแหล่งโปรตีนที่สำคัญสำหรับชุมชนชายฝั่ง",akuakultur,"Akuakultur telah menjadi sumber protein vital bagi komunitas pesisir."
fuselage,"The aircraft's fuselage was designed to withstand extreme pressure differentials.",동체,"항공기의 동체는 극심한 압력 차이를 견디도록 설계되었다.",胴体,"航空機の胴体は極端な圧力差に耐えるように設計された。",机身,"飞机机身被设计成能够承受极端的压力差。",fuselaje,"El fuselaje de la aeronave fue diseñado para resistir diferenciales de presión extremos.",thân máy bay,"Thân máy bay được thiết kế để chịu được chênh lệch áp suất cực lớn.",ลำตัวเครื่องบิน,"ลำตัวเครื่องบินถูกออกแบบให้ทนต่อความแตกต่างของแรงดันอย่างสุดขีด",badan pesawat,"Badan pesawat dirancang untuk menahan perbedaan tekanan ekstrem."
nautical,"The ship's captain had decades of nautical experience in Arctic waters.",항해의,"그 선장은 북극 해역에서 수십 년의 항해 경험을 가지고 있었다.",航海の,"その船長は北極海域で数十年の航海経験があった。",航海的,"这位船长在北极水域拥有数十年的航海经验。",náutico,"El capitán del barco tenía décadas de experiencia náutica en aguas árticas.",hàng hải,"Thuyền trưởng có hàng thập kỷ kinh nghiệm hàng hải ở vùng biển Bắc Cực.",การเดินเรือ,"กัปตันเรือมีประสบการณ์การเดินเรือหลายทศวรรษในน่านน้ำอาร์กติก",nautika,"Kapten kapal memiliki pengalaman nautika puluhan tahun di perairan Arktik."
timbre,"The timbre of the cello distinguishes it from other string instruments.",음색,"첼로의 음색은 다른 현악기와 구별된다.",音色,"チェロの音色は他の弦楽器と区別される。",音色,"大提琴的音色使其有别于其他弦乐器。",timbre,"El timbre del violonchelo lo distingue de otros instrumentos de cuerda.",âm sắc,"Âm sắc của cello phân biệt nó với các nhạc cụ dây khác.",เสียงสี,"เสียงสีของเชลโลทำให้แตกต่างจากเครื่องสายอื่น",warna suara,"Warna suara cello membedakannya dari instrumen dawai lainnya."
smelting,"Copper smelting has been practised since the Bronze Age.",제련,"구리 제련은 청동기 시대부터 행해져 왔다.",製錬,"銅の製錬は青銅器時代から行われてきた。",冶炼,"铜的冶炼自青铜时代以来一直在进行。",fundición,"La fundición de cobre se ha practicado desde la Edad del Bronce.",luyện kim,"Luyện đồng đã được thực hành từ thời đại đồ đồng.",การถลุง,"การถลุงทองแดงมีมาตั้งแต่ยุคสำริด",peleburan,"Peleburan tembaga telah dipraktikkan sejak Zaman Perunggu."
reconnaissance,"Military reconnaissance revealed the enemy's position before the assault.",정찰,"군사 정찰을 통해 공격 전 적의 위치가 밝혀졌다.",偵察,"軍事偵察により攻撃前に敵の位置が明らかになった。",侦察,"军事侦察在进攻前揭示了敌军的位置。",reconocimiento,"El reconocimiento militar reveló la posición del enemigo antes del asalto.",trinh sát,"Trinh sát quân sự đã phát hiện vị trí của đối phương trước cuộc tấn công.",การลาดตระเวน,"การลาดตระเวนทางทหารเปิดเผยตำแหน่งของศัตรูก่อนการโจมตี",pengintaian,"Pengintaian militer mengungkap posisi musuh sebelum serangan."
metallurgy,"Advances in metallurgy enabled the production of stronger and lighter alloys.",야금학,"야금학의 발전으로 더 강하고 가벼운 합금 생산이 가능해졌다.",冶金学,"冶金学の進歩により強度が高く軽い合金の生産が可能になった。",冶金学,"冶金学的进步使得生产更强更轻的合金成为可能。",metalurgia,"Los avances en metalurgia permitieron la producción de aleaciones más fuertes y ligeras.",luyện kim học,"Những tiến bộ trong luyện kim học cho phép sản xuất hợp kim mạnh và nhẹ hơn.",โลหะวิทยา,"ความก้าวหน้าในโลหะวิทยาทำให้สามารถผลิตโลหะผสมที่แข็งแรงและเบาขึ้น",metalurgi,"Kemajuan dalam metalurgi memungkinkan produksi paduan yang lebih kuat dan ringan."
ballistics,"The forensic team used ballistics analysis to match the bullet to the weapon.",탄도학,"법의학팀은 탄도 분석을 통해 총알과 무기를 대조했다.",弾道学,"法医チームは弾道分析を用いて弾丸と武器を照合した。",弹道学,"法医团队使用弹道学分析将子弹与武器匹配。",balística,"El equipo forense usó análisis de balística para emparejar la bala con el arma.",đạn đạo học,"Nhóm pháp y sử dụng phân tích đạn đạo để đối chiếu đạn với vũ khí.",วิถีกระสุน,"ทีมนิติวิทยาศาสตร์ใช้การวิเคราะห์วิถีกระสุนเพื่อจับคู่กระสุนกับอาวุธ",balistik,"Tim forensik menggunakan analisis balistik untuk mencocokkan peluru dengan senjata."
chromatic,"The chromatic scale includes all twelve semitones within an octave.",반음계의,"반음계는 한 옥타브 내의 열두 반음을 모두 포함한다.",半音階の,"半音階はオクターブ内の12の半音すべてを含む。",半音的,"半音阶包含一个八度内的所有十二个半音。",cromático,"La escala cromática incluye los doce semitonos dentro de una octava.",bán âm,"Âm giai bán âm bao gồm tất cả mười hai nửa cung trong một quãng tám.",โครมาติก,"บันไดเสียงโครมาติกรวมทั้งสิบสองครึ่งเสียงในหนึ่งออกเทฟ",kromatik,"Tangga nada kromatik mencakup semua dua belas semitone dalam satu oktaf."
polyphony,"Renaissance polyphony features multiple independent melodic lines woven together.",다성음악,"르네상스 다성음악은 여러 독립적인 선율이 함께 엮여 있는 것이 특징이다.",ポリフォニー,"ルネサンスのポリフォニーは複数の独立した旋律線が織り合わされているのが特徴である。",复调音乐,"文艺复兴时期的复调音乐以多条独立旋律线交织为特征。",polifonía,"La polifonía renacentista presenta múltiples líneas melódicas independientes entrelazadas.",đa thanh,"Đa thanh thời Phục hưng có nhiều tuyến giai điệu độc lập đan xen nhau.",โพลีโฟนี,"โพลีโฟนียุคเรเนสซองส์มีแนวทำนองอิสระหลายแนวถักทอเข้าด้วยกัน",polifoni,"Polifoni Renaisans menampilkan beberapa garis melodi independen yang terjalin bersama."
oratorio,"Handel's oratorio Messiah remains one of the most performed choral works.",오라토리오,"헨델의 오라토리오 메시아는 가장 많이 연주되는 합창곡 중 하나이다.",オラトリオ,"ヘンデルのオラトリオ「メサイア」は最も演奏される合唱作品の一つである。",清唱剧,"亨德尔的清唱剧弥赛亚仍然是演出最多的合唱作品之一。",oratorio,"El oratorio Mesías de Handel sigue siendo una de las obras corales más interpretadas.",hợp xướng kịch,"Hợp xướng kịch Messiah của Handel vẫn là một trong những tác phẩm hợp xướng được trình diễn nhiều nhất.",ออราทอริโอ,"ออราทอริโอเรื่อง Messiah ของแฮนเดลยังคงเป็นผลงานประสานเสียงที่แสดงมากที่สุด",oratorio,"Oratorio Messiah karya Handel tetap menjadi salah satu karya paduan suara yang paling sering ditampilkan."
tectonic,"Tectonic plate movement is responsible for earthquakes and volcanic eruptions.",지각의,"지각판의 이동이 지진과 화산 폭발의 원인이다.",地殻の,"地殻プレートの移動が地震と火山噴火の原因である。",构造的,"构造板块运动是地震和火山爆发的原因。",tectónico,"El movimiento de placas tectónicas es responsable de terremotos y erupciones volcánicas.",kiến tạo,"Sự chuyển động của mảng kiến tạo là nguyên nhân gây ra động đất và phun trào núi lửa.",เปลือกโลก,"การเคลื่อนที่ของแผ่นเปลือกโลกเป็นสาเหตุของแผ่นดินไหวและการปะทุของภูเขาไฟ",tektonik,"Pergerakan lempeng tektonik bertanggung jawab atas gempa bumi dan letusan gunung berapi."
archipelago,"Indonesia is the world's largest archipelago with over seventeen thousand islands.",군도,"인도네시아는 17,000개 이상의 섬으로 이루어진 세계 최대의 군도이다.",群島,"インドネシアは17,000以上の島々からなる世界最大の群島である。",群岛,"印度尼西亚是世界上最大的群岛国家，拥有超过一万七千个岛屿。",archipiélago,"Indonesia es el archipiélago más grande del mundo con más de diecisiete mil islas.",quần đảo,"Indonesia là quần đảo lớn nhất thế giới với hơn mười bảy nghìn đảo.",หมู่เกาะ,"อินโดนีเซียเป็นหมู่เกาะที่ใหญ่ที่สุดในโลกด้วยเกาะกว่าหนึ่งหมื่นเจ็ดพันเกาะ",kepulauan,"Indonesia adalah kepulauan terbesar di dunia dengan lebih dari tujuh belas ribu pulau."
sortie,"The air force conducted multiple sorties against strategic targets overnight.",출격,"공군은 야간에 전략적 목표물에 대해 여러 차례 출격했다.",出撃,"空軍は一晩で戦略目標に対して複数回出撃した。",出击,"空军在一夜之间对战略目标进行了多次出击。",salida,"La fuerza aérea realizó múltiples salidas contra objetivos estratégicos durante la noche.",phi vụ,"Không quân đã thực hiện nhiều phi vụ tấn công các mục tiêu chiến lược trong đêm.",การบินรบ,"กองทัพอากาศปฏิบัติการบินรบหลายครั้งต่อเป้าหมายยุทธศาสตร์ในตอนกลางคืน",serangan udara,"Angkatan udara melakukan beberapa serangan udara terhadap target strategis semalam."
choreography,"The choreography of the ballet required years of rehearsal and coordination.",안무,"발레 안무에는 수년간의 리허설과 조율이 필요했다.",振付,"バレエの振付には長年のリハーサルと調整が必要だった。",编舞,"芭蕾舞的编舞需要多年的排练和协调。",coreografía,"La coreografía del ballet requirió años de ensayo y coordinación.",biên đạo,"Biên đạo của vở ballet đòi hỏi nhiều năm luyện tập và phối hợp.",ท่าเต้น,"ท่าเต้นของบัลเลต์ต้องการการซ้อมและประสานงานหลายปี",koreografi,"Koreografi balet tersebut membutuhkan bertahun-tahun latihan dan koordinasi."
